solver;algorithm;seed;instance;count;internal_runtm;hyper_time;decomp_time;solve_user_runtm;solve_sys_runtm;solve_mem;width;opt_weight;timeout;0
DynASP;(INVPRIM);3025012838;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.55;0.05;0.05;0.65;0.01;26848;8;11;0;0
DynASP;(INVPRIM);3630735793;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.44;0.05;0.04;0.54;0.0;25456;8;11;0;0
DynASP;(INVPRIM);4176834253;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.51;0.04;0.05;0.61;0.01;25488;8;11;0;0
DynASP;(INVPRIM);554563280;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.62;0.05;0.04;0.72;0.0;26544;8;11;0;0
DynASP;(INVPRIM);600817034;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.68;0.05;0.04;0.77;0.01;25840;8;11;0;0
DynASP;(INC);0;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.14;0.01;0.04;0.2;0.01;30752;8;11;0;0
DynASP;(INC);1881060079;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.14;0.01;0.05;0.22;0.0;34768;8;11;0;0
DynASP;(INC);2156980077;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.11;0.02;0.05;0.18;0.01;23184;8;11;0;0
DynASP;(INC);2460733895;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.12;0.01;0.05;0.18;0.01;29536;8;11;0;0
DynASP;(INC);2987179023;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.25;0.02;0.05;0.32;0.01;39312;8;11;0;0
DynASP;(INC);3025012838;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.1;0.02;0.05;0.18;0.01;28816;8;11;0;0
DynASP;(INC);3630735793;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.13;0.02;0.05;0.2;0.01;27440;8;11;0;0
DynASP;(INC);4176834253;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.13;0.02;0.06;0.23;0.0;29552;8;11;0;0
DynASP;(INC);554563280;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.24;0.02;0.04;0.3;0.01;37744;8;11;0;0
DynASP;(INC);600817034;vertex_cover.lp_B03.lparse.undirected.bz2;2;0.16;0.01;0.05;0.23;0.0;32048;8;11;0;0
DynASP;(PRIM);0;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.09;0.15;0.14;0.38;0.01;22608;8;23;0;0
DynASP;(PRIM);1881060079;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.05;0.14;0.13;0.33;0.0;21264;8;23;0;0
DynASP;(PRIM);2156980077;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.04;0.14;0.14;0.33;0.0;21248;8;23;0;0
DynASP;(PRIM);2460733895;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.05;0.19;0.13;0.38;0.0;21440;8;23;0;0
DynASP;(PRIM);2987179023;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.09;0.14;0.13;0.38;0.0;21680;8;23;0;0
DynASP;(PRIM);3025012838;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.12;0.15;0.14;0.42;0.0;25920;8;23;0;0
DynASP;(PRIM);3630735793;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.05;0.14;0.13;0.34;0.0;21376;8;23;0;0
DynASP;(PRIM);4176834253;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.07;0.14;0.18;0.42;0.0;21440;8;23;0;0
DynASP;(PRIM);554563280;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.04;0.15;0.13;0.32;0.0;21296;8;23;0;0
DynASP;(PRIM);600817034;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.2;0.13;0.14;0.49;0.0;28128;8;23;0;0
DynASP;(INVPRIM);0;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.85;0.14;0.13;1.13;0.0;25392;8;23;0;0
DynASP;(INVPRIM);1881060079;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.23;0.15;0.13;0.53;0.0;26384;8;23;0;0
DynASP;(INVPRIM);2156980077;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.21;0.14;0.13;0.49;0.0;26320;8;23;0;0
DynASP;(INVPRIM);2460733895;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.28;0.14;0.13;0.56;0.0;26448;8;23;0;0
DynASP;(INVPRIM);2987179023;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.79;0.14;0.13;1.07;0.0;25872;8;23;0;0
DynASP;(INVPRIM);3025012838;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.78;0.17;0.14;1.09;0.01;25632;8;23;0;0
DynASP;(INVPRIM);3630735793;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.29;0.15;0.17;0.62;0.01;26272;8;23;0;0
DynASP;(INVPRIM);4176834253;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.32;0.17;0.15;0.64;0.0;26352;8;23;0;0
DynASP;(INVPRIM);554563280;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.21;0.14;0.14;0.5;0.01;26432;8;23;0;0
DynASP;(INVPRIM);600817034;vertex_cover.lp_B95.lparse.undirected.bz2;256;1.51;0.16;0.16;1.85;0.0;27776;8;23;0;0
DynASP;(INC);0;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.13;0.04;0.14;0.32;0.0;25168;8;23;0;0
DynASP;(INC);1881060079;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.06;0.04;0.14;0.26;0.0;23360;8;23;0;0
DynASP;(INC);2156980077;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.05;0.07;0.14;0.27;0.01;23296;8;23;0;0
DynASP;(INC);2460733895;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.07;0.07;0.14;0.29;0.01;23584;8;23;0;0
DynASP;(INC);2987179023;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.14;0.04;0.13;0.32;0.0;27696;8;23;0;0
DynASP;(INC);3025012838;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.11;0.05;0.16;0.34;0.0;23984;8;23;0;0
DynASP;(INC);3630735793;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.07;0.04;0.13;0.25;0.0;23552;8;23;0;0
DynASP;(INC);4176834253;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.07;0.04;0.13;0.26;0.0;23600;8;23;0;0
DynASP;(INC);554563280;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.06;0.05;0.18;0.32;0.0;23344;8;23;0;0
DynASP;(INC);600817034;vertex_cover.lp_B95.lparse.undirected.bz2;256;0.35;0.04;0.14;0.52;0.01;33616;8;23;0;0
DynASP;(PRIM);0;vertex_cover.lp_B96.lparse.undirected.bz2;2;0.06;0.47;0.42;0.96;0.0;25744;7;20;0;0
DynASP;(PRIM);1881060079;vertex_cover.lp_B96.lparse.undirected.bz2;2;0.09;0.49;0.44;1.03;0.0;25744;7;20;0;0
DynASP;(PRIM);2156980077;vertex_cover.lp_B96.lparse.undirected.bz2;2;0.07;0.54;0.46;1.09;0.0;25728;7;20;0;0
DynASP;(PRIM);2460733895;vertex_cover.lp_B96.lparse.undirected.bz2;2;0.07;0.47;0.42;0.97;0.0;25744;7;20;0;0
